,,predicted y using no of features according to heatmap,,,,,,,,
actual y test,,1,2,3,4,5,6,7,8,predicted y using all features
0.056126819,,0.07301617,0.074387859,0.059499724,0.054976874,0.05469857,0.055169832,0.055146127,0.058310327,0.058310327
0.036875909,,0.043697007,0.041287356,0.038069798,0.042164344,0.041478513,0.036187232,0.035281639,0.035694884,0.035694884
0.03772365,,0.036748454,0.043059242,0.043206237,0.044942293,0.038766124,0.055786464,0.05513613,0.038442776,0.038442776
0.065713063,,0.071199049,0.073600212,0.051440211,0.058649147,0.057661948,0.061550586,0.062228099,0.071328851,0.071328851
0.038517547,,0.042659487,0.041110508,0.044395619,0.037430716,0.036796486,0.035076663,0.036624432,0.038547664,0.038547664
0.049964807,,0.071199049,0.073600212,0.051440211,0.05565802,0.055700029,0.049929047,0.05017588,0.049266934,0.049266934
0.068768818,,0.071199049,0.079128129,0.070905366,0.067252141,0.069873186,0.068370111,0.068515519,0.068344779,0.068344779
0.044785499,,0.036748454,0.043059242,0.03519692,0.036311429,0.035896538,0.038980397,0.039378563,0.042575224,0.042575224
0.056081269,,0.07301617,0.074387859,0.069016766,0.060445629,0.054516201,0.057416592,0.057447457,0.063387193,0.063387193
0.054884226,,0.07301617,0.074387859,0.059214487,0.055136928,0.055710256,0.053398049,0.053766922,0.056340567,0.056340567
0.065233562,,0.071199049,0.067236013,0.065062197,0.062772849,0.065195407,0.066050153,0.066078571,0.069244121,0.069244121
0.056180021,,0.046831697,0.048041747,0.052660201,0.051760878,0.05239552,0.050339036,0.050863391,0.053330603,0.053330603
0.05799646,,0.07301617,0.074387859,0.053180416,0.0567051,0.055943593,0.056743588,0.058338365,0.059377553,0.059377553
0.052703327,,0.07301617,0.074387859,0.053675603,0.051105885,0.051132595,0.053163545,0.053012257,0.053348389,0.053348389
0.053974836,,0.039389723,0.036988729,0.039198833,0.032962623,0.034981821,0.035194897,0.034606863,0.044030444,0.044030444
0.080275014,,0.071199049,0.073600212,0.109232395,0.116089596,0.111975906,0.099701539,0.099943426,0.096327832,0.096327832
0.096120069,,0.210760331,0.2478023,0.173132186,0.164389533,0.157527453,0.160094673,0.160624559,0.141233832,0.141233832
0.041645313,,0.042484652,0.040220046,0.036957111,0.0389905,0.038428466,0.037580086,0.037519752,0.03757147,0.03757147
0.042669009,,0.043697007,0.046113234,0.048792963,-0.00758371,-0.007724158,-0.006662495,-0.012034051,-0.006111669,-0.006111669
0.065953312,,0.071199049,0.067236013,0.075088148,0.072825143,0.068596218,0.073028563,0.073578936,0.068100139,0.068100139
0.025875102,,0.036691245,0.034012463,0.031628784,0.033409097,0.03236563,0.030629475,0.030117878,0.02976579,0.02976579
0.063184884,,0.039536178,0.046353696,0.052265438,0.050798445,0.056102465,0.055138233,0.054555096,0.05292874,0.05292874
0.037320348,,0.042659487,0.041110508,0.05055492,0.04573825,0.048431495,0.043936316,0.043920444,0.082599949,0.082599949
0.056523079,,0.048354176,0.035042161,0.029763802,0.03136369,0.029533236,0.027162365,0.027352036,0.046885723,0.046885723
0.06897037,,0.071199049,0.070984575,0.069332145,0.064525354,0.062548984,0.066858005,0.066317884,0.068743306,0.068743306
0.060571674,,0.036748454,0.039093471,0.04505583,0.037013994,0.036813828,0.036329946,0.036287325,0.059372897,0.059372897
0.072102106,,0.071199049,0.073837041,0.078423121,0.08166165,0.080072511,0.089672457,0.090306559,0.072973992,0.072973992
0.035850141,,0.038808018,0.037918772,0.034926691,0.029140916,0.033917519,0.035470227,0.035421506,0.035879078,0.035879078
0.144254706,,0.071199049,0.073600212,0.125711289,0.131792817,0.13128988,0.131913371,0.131631674,0.133991036,0.133991036
0.076232587,,0.071199049,0.079128129,0.070250551,0.084693324,0.08890339,0.076968895,0.076066917,0.076503959,0.076503959
0.047173434,,0.071199049,0.070984575,0.062896189,0.064516676,0.066314132,0.059224025,0.059367339,0.055767907,0.055767907
0.058185142,,0.061699796,0.067130442,0.059311645,0.059525569,0.060685908,0.059149123,0.059337701,0.05953413,0.05953413
0.080208123,,0.071199049,0.070984575,0.089842324,0.084605045,0.089247128,0.08891576,0.089021048,0.085453718,0.085453718
0.041274032,,0.046534154,0.044324263,0.031318513,0.037268721,0.029494773,0.035371362,0.036384215,0.046382119,0.046382119
0.050262545,,0.037075619,0.053453089,0.051926559,0.052894107,0.053694573,0.055307582,0.05442039,0.05235101,0.05235101
0.082970885,,0.060547276,0.051469607,0.047023632,0.044974421,0.05859255,0.056013357,0.056660862,0.086926952,0.086926952
0.060303393,,0.071199049,0.083221674,0.072629816,0.076416441,0.07951002,0.083550738,0.083618466,0.092806306,0.092806306
0.037114341,,0.039389723,0.036988729,0.033011543,0.042938883,0.051325443,0.053326274,0.052888638,0.045763759,0.045763759
0.08981698,,0.071199049,0.070984575,0.0770523,0.081735423,0.081072561,0.080814165,0.08130106,0.087589789,0.087589789
0.060891839,,0.061699796,0.067130442,0.053633696,0.057425639,0.057962616,0.05828695,0.057358673,0.06244539,0.06244539
0.06554233,,0.033972913,0.039824432,0.034836267,0.036432184,0.051147399,0.050505281,0.050069823,0.057545833,0.057545833
0.038971616,,0.038808018,0.038233717,0.034169565,0.039365616,0.037874736,0.036954219,0.036653904,0.036690457,0.036690457
0.080748112,,0.074779157,0.097525064,0.074277409,0.073826732,0.071176914,0.073504878,0.073462078,0.077546451,0.077546451
0.355423367,,0.097994271,0.19840696,0.284267567,0.311698352,0.321548536,0.318456148,0.316911771,0.375742369,0.375742369
0.045831544,,0.053230846,0.056060723,0.059032487,0.047675428,0.04867674,0.047743364,0.048112329,0.050684567,0.050684567
0.065905765,,0.071199049,0.073837041,0.069520229,0.067265936,0.061491703,0.063169466,0.062158096,0.065718132,0.065718132
0.088897281,,0.071199049,0.073837041,0.086856549,0.072119375,0.073521031,0.073936827,0.074276025,0.035110726,0.035110726
0.099418357,,0.071199049,0.083221674,0.072629816,0.063804705,0.063075535,0.064022686,0.063451369,0.092075363,0.092075363
0.081531757,,0.071199049,0.079128129,0.061207924,0.064348032,0.068014417,0.063276278,0.062790537,0.071431087,0.071431087
0.056654814,,0.07301617,0.074387859,0.059499724,0.055740366,0.055640817,0.052430872,0.052011247,0.059101145,0.059101145
0.10583122,,0.071199049,0.079128129,0.104064257,0.105446599,0.106417571,0.10414139,0.103870003,0.109099297,0.109099297
0.152792553,,0.071199049,0.079128129,0.117579687,0.128662745,0.126061536,0.127492404,0.125683029,0.12998168,0.12998168
0.06631715,,0.061699796,0.067130442,0.065890913,0.071011188,0.063881032,0.069993381,0.071921952,0.064307896,0.064307896
0.043265181,,0.042659487,0.041110508,0.047777828,0.040436505,0.035364055,0.035002348,0.035514855,0.041021222,0.041021222
0.049718954,,0.048354176,0.048203643,0.048777972,0.046990868,0.060671398,0.067339281,0.067654004,0.063358387,0.063358387
0.067138914,,0.071199049,0.083221674,0.087500118,0.084939652,0.081899414,0.080822624,0.08215919,0.075711457,0.075711457
0.03612119,,0.038080079,0.035305591,0.037885803,0.034113607,0.036895789,0.038528965,0.038334538,0.035144284,0.035144284
0.059575056,,0.071199049,0.079128129,0.100287233,0.076231962,0.07718178,0.070017533,0.06986839,0.066934753,0.066934753
0.099214947,,0.096396026,0.105511442,0.10885159,0.104283174,0.102862146,0.105525536,0.105124676,0.098548677,0.098548677
0.334363207,,0.210760331,0.2478023,0.322236974,0.339840722,0.348931711,0.34490921,0.343329316,0.295035941,0.295035941
0.097464682,,0.210760331,0.2478023,0.173132186,0.16394971,0.169873971,0.160122856,0.160652742,0.141233832,0.141233832
0.042326693,,0.071199049,0.073600212,0.051440211,0.054457356,0.052603421,0.046147339,0.04662108,0.043306665,0.043306665
0.051062065,,0.071199049,0.070984575,0.062633029,0.058989828,0.060863282,0.059574819,0.059711311,0.055661896,0.055661896
0.054924665,,0.071199049,0.070984575,0.055399886,0.059147815,0.057318137,0.057591235,0.058244688,0.063801505,0.063801505
0.048937784,,0.040605626,0.030700319,0.032504235,0.033935843,0.043893723,0.039500012,0.03965885,0.05058134,0.05058134
0.033661149,,0.038080079,0.035305591,0.035274248,0.036764313,0.041476098,0.040652197,0.041145282,0.035585679,0.035585679
0.053929982,,0.071199049,0.070984575,0.061034071,0.062837297,0.062690059,0.059017703,0.058881955,0.05603603,0.05603603
0.090051997,,0.089650023,0.090858161,0.091891967,0.088961735,0.090023958,0.089950703,0.091365096,0.091162904,0.091162904
0.064738838,,0.071199049,0.073837041,0.081099625,0.073599404,0.075175342,0.074478578,0.074807711,0.067334195,0.067334195
0.081291231,,0.071199049,0.081487022,0.08611738,0.077326876,0.081001672,0.084263303,0.084232882,0.073016004,0.073016004
0.047479471,,0.210760331,0.080787613,0.060422741,0.053805478,0.052184426,0.050522291,0.050498298,0.056151685,0.056151685
0.034221575,,0.045414566,0.031015058,0.038167776,0.039421525,0.036825117,0.034079564,0.03423127,0.031298955,0.031298955
0.03370432,,0.060547276,0.051469607,0.048231094,0.052429234,0.052244685,0.056000847,0.056492681,0.036193715,0.036193715
0.055146228,,0.07301617,0.074387859,0.053087201,0.053336155,0.052995703,0.054980751,0.054829462,0.056807028,0.056807028
0.048706793,,0.045149561,0.037849224,0.047414029,0.042760356,0.045771035,0.044164074,0.044469289,0.048623842,0.048623842
0.101072123,,0.071199049,0.083221674,0.099865964,0.095082694,0.088889956,0.090433281,0.090697657,0.083846243,0.083846243
0.026564166,,0.071199049,0.0419319,0.034731855,0.029847047,0.028372415,0.02846183,0.028904764,0.026249896,0.026249896
